Beam width ratio,accuracy,num_arcs,num_states,decode_time,backtrace_time,forward_cnt
0.1,1.003425024323293,230.0,116.0,1.881992401203639,0.00048810931998239434,1896009.5943661972
0.2,1.0802137651686348,230.0,116.0,2.2492498639603737,0.0005394868447747029,3919736.738028169
0.30000000000000004,1.0213779207609066,230.0,116.0,2.6344474349223392,0.0006463507531394422,5832555.870422536
0.4,0.9366730179417129,230.0,116.0,2.987375815485565,0.0006670911547163842,7903398.614084507
0.5,0.9259764697140959,230.0,116.0,3.351478404058537,0.0007144108624525473,9949805.363380281
0.6000000000000001,0.9116465448290761,230.0,116.0,3.756099772789109,0.0008985035856005171,11810776.715492958
0.7000000000000001,0.9055690611418161,230.0,116.0,4.122394360287089,0.0009012638683050451,13811531.549295774
0.8,0.8876123860393252,230.0,116.0,4.493047037930555,0.0008896404588726205,15546736.642253522
0.9,0.8871744749676115,230.0,116.0,4.769374488776839,0.0009074123812393404,17380169.554929577
